brand_name,pants_description,price,MRP,discount_percent,ratings,number_of_ratings
SPYKAR,Men Slim Fit Stretchable Jeans,1759.0,4399.0,0.6,4.1,25.0
Mufti,Men Mid-Rise Skinny Fit Jeans,1393.0,3399.0,0.59,3.8,16.0
SPYKAR,Men Slim Fit Stretchable Jeans,1899.0,3799.0,0.5,3.8,16.0
SPYKAR,Men Slim Fit Low-Rise Jeans,1599.0,3199.0,0.5,3.8,16.0
FUGAZEE,Men Relaxed Fit Jeans,2099.0,3499.0,0.4,3.7,124.0
SPYKAR,Men Slim Fit Low-Rise Jeans,1759.0,4399.0,0.6,3.7,124.0
SPYKAR,Men Cotton Stretchable Jeans,1899.0,3799.0,0.5,3.7,124.0
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,1899.0,3799.0,0.5,3.7,124.0
WROGN,Men Loose Fit Cotton Jeans,1374.0,2499.0,0.45,4.2,57.0
Flying Machine,Men Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
True Religion,Men Slim Fit Mid-Rise Jeans,21599.0,35999.0,0.4,4.6,5.0
Klub Fox,Men Skinny Fit Jeans,1699.0,4299.0,26.0,4.6,5.0
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1699.0,4299.0,26.0,4.6,5.0
Klub Fox,Men Skinny Fit Jeans,1599.0,4099.0,25.0,4.6,5.0
Klub Fox,Men Skinny Fit Jeans,1799.0,4599.0,28.0,4.6,5.0
Roadster,Men Wide Leg Jeans,805.0,2599.0,0.69,3.1,35.0
Klub Fox,Men Skinny Fit Jeans,1699.0,4399.0,27.0,3.1,35.0
Klub Fox,Men Skinny Fit Jeans,1799.0,5299.0,35.0,3.1,35.0
WROGN,Men Anti Fit Jeans,1623.0,2799.0,0.42,4.2,42.0
Klub Fox,Men Skinny Fit Jeans,1599.0,3999.0,24.0,4.2,42.0
Klub Fox,Men Skinny Fit Jeans,1699.0,4299.0,26.0,4.2,42.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1699.0,4299.0,26.0,4.2,42.0
Klub Fox,Men Skinny Fit Jeans,1799.0,4599.0,28.0,4.2,42.0
Klub Fox,Men Skinny Fit Jeans,1699.0,4499.0,28.0,4.2,42.0
Roadster,Men Regular Fit Mid-Rise Jeans,759.0,1899.0,0.6,4.0,63.0
Klub Fox,Men Skinny Fit Jeans,1699.0,4299.0,26.0,4.0,63.0
SPYKAR,Men Mid-Rise Jeans,2199.0,5499.0,0.6,2.8,5.0
Flying Machine,Slim Fit Stretchable Jeans,1829.0,2999.0,0.39,2.8,5.0
U.S. Polo Assn. Denim Co.,Men Brandon Slim Fit Jeans,1595.0,2799.0,0.43,4.7,40.0
VAN HEUSEN DENIM LABS,Men Slim Fit Mid-Rise Jeans,1784.0,2549.0,0.3,4.7,40.0
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1784.0,2549.0,0.3,4.7,40.0
VAN HEUSEN DENIM LABS,Men Skinny Fit Mid-Rise Jeans,2099.0,2999.0,0.3,4.7,40.0
VAN HEUSEN DENIM LABS,Men Slim Fit Jeans,1749.0,2499.0,0.3,4.7,40.0
WROGN,Men Slim Fit Stretchable Jeans,1275.0,2199.0,0.42,4.2,130.0
VAN HEUSEN DENIM LABS,Men Slim Fit Mid-Rise Jeans,1784.0,2549.0,0.3,4.2,130.0
Van Heusen,Men Slim Fit Mid-Rise Jeans,2799.0,3999.0,0.3,4.2,130.0
Flying Machine,Men Relaxed Fit Jeans,2309.0,3499.0,0.34,4.2,130.0
Allen Solly,Men Slim Fit Mid-Rise Jeans,2399.0,3999.0,0.4,4.2,130.0
Turtle,Men Cotton Tapered Fit Jeans,1484.0,2699.0,0.45,3.5,6.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1484.0,2699.0,0.45,3.5,6.0
Calvin Klein,Men Slim Fit Stretchable Jeans,7199.0,11999.0,0.4,3.5,6.0
Oxemberg,Men Slim Fit Cotton Jeans,1539.0,2199.0,0.3,3.5,6.0
Levis,Men 511 Slim Fit Jeans,2079.0,3999.0,0.48,3.9,31.0
Cantabil,Men Jeans,1799.0,3999.0,0.55,3.9,31.0
Cantabil,Men Jeans,1619.0,3599.0,0.55,3.9,31.0
Flying Machine,Men Slim Fit Jeans,1549.0,2499.0,0.38,3.9,31.0
Cantabil,Men Jeans,1709.0,3799.0,0.55,3.9,31.0
Cantabil,Men Jeans,1484.0,3299.0,0.55,3.9,31.0
WROGN,Men Anti Fit Jeans,1399.0,2799.0,0.5,4.1,25.0
Calvin Klein,Men Skinny Fit Jeans,1399.0,2799.0,0.5,4.1,25.0
V-Mart,Men Cotton Slim Fit Jeans,599.0,999.0,0.4,3.1,19.0
Mufti,Men Mid-Rise Skinny Fit Jeans,1393.0,3399.0,0.59,3.8,16.0
Peter England Casuals,Men Skinny Fit Cotton Jeans,1393.0,3399.0,0.59,3.8,16.0
Peter England Casuals,Men Skinny Fit Jeans,1393.0,3399.0,0.59,3.8,16.0
FUGAZEE,Men Relaxed Fit Jeans,2099.0,3499.0,0.4,3.7,124.0
John Pride,Plus Size Men Jeans,4949.0,5499.0,0.1,3.7,124.0
Octave,Men Skinny Fit Jeans,1559.0,2399.0,0.35,3.7,124.0
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,1559.0,2399.0,0.35,3.7,124.0
WROGN,Men Loose Fit Cotton Jeans,1374.0,2499.0,0.45,4.2,57.0
Flying Machine,Men Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
Klub Fox,Men Skinny Fit Jeans,1599.0,3999.0,24.0,4.6,5.0
Klub Fox,Men Skinny Fit Jeans,1699.0,4299.0,26.0,4.6,5.0
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1699.0,4299.0,26.0,4.6,5.0
Klub Fox,Men Skinny Fit Jeans,1799.0,4599.0,28.0,4.6,5.0
Klub Fox,Men Skinny Fit Jeans,1699.0,4499.0,28.0,4.6,5.0
Roadster,Men Wide Leg Jeans,805.0,2599.0,0.69,3.1,35.0
Klub Fox,Men Skinny Fit Jeans,1699.0,4299.0,26.0,3.1,35.0
SPYKAR,Men Mid-Rise Jeans,2199.0,5499.0,0.6,2.8,5.0
WROGN,Men Anti Fit Jeans,1623.0,2799.0,0.42,4.2,42.0
U.S. Polo Assn. Denim Co.,Men Brandon Slim Fit Jeans,1595.0,2799.0,0.43,4.7,40.0
VAN HEUSEN DENIM LABS,Men Slim Fit Mid-Rise Jeans,1784.0,2549.0,0.3,4.7,40.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1784.0,2549.0,0.3,4.7,40.0
VAN HEUSEN DENIM LABS,Men Skinny Fit Mid-Rise Jeans,2099.0,2999.0,0.3,4.7,40.0
VAN HEUSEN DENIM LABS,Men Slim Fit Jeans,1749.0,2499.0,0.3,4.7,40.0
Roadster,Men Regular Fit Mid-Rise Jeans,759.0,1899.0,0.6,4.0,63.0
VAN HEUSEN DENIM LABS,Men Slim Fit Mid-Rise Jeans,1784.0,2549.0,0.3,4.0,63.0
Van Heusen,Men Slim Fit Mid-Rise Jeans,2799.0,3999.0,0.3,4.0,63.0
Flying Machine,Slim Fit Stretchable Jeans,1829.0,2999.0,0.39,4.0,63.0
Allen Solly,Men Slim Fit Mid-Rise Jeans,2399.0,3999.0,0.4,4.0,63.0
Turtle,Men Cotton Tapered Fit Jeans,1484.0,2699.0,0.45,3.5,6.0
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1484.0,2699.0,0.45,3.5,6.0
Calvin Klein,Men Slim Fit Stretchable Jeans,7199.0,11999.0,0.4,3.5,6.0
Oxemberg,Men Slim Fit Cotton Jeans,1539.0,2199.0,0.3,3.5,6.0
WROGN,Men Slim Fit Stretchable Jeans,1275.0,2199.0,0.42,4.2,130.0
Cantabil,Men Jeans,1799.0,3999.0,0.55,4.2,130.0
Cantabil,Men Jeans,1619.0,3599.0,0.55,4.2,130.0
Flying Machine,Men Relaxed Fit Jeans,2309.0,3499.0,0.34,4.2,130.0
Cantabil,Men Jeans,1709.0,3799.0,0.55,4.2,130.0
Cantabil,Men Jeans,1484.0,3299.0,0.55,4.2,130.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1484.0,3299.0,0.55,4.2,130.0
Calvin Klein,Men Skinny Fit Jeans,1484.0,3299.0,0.55,4.2,130.0
V-Mart,Men Cotton Slim Fit Jeans,599.0,999.0,0.4,3.1,19.0
Levis,Men 511 Slim Fit Jeans,2079.0,3999.0,0.48,3.9,31.0
Peter England Casuals,Men Skinny Fit Cotton Jeans,2079.0,3999.0,0.48,3.9,31.0
Peter England Casuals,Men Skinny Fit Jeans,2079.0,3999.0,0.48,3.9,31.0
Flying Machine,Men Slim Fit Jeans,1549.0,2499.0,0.38,3.9,31.0
John Pride,Plus Size Men Jeans,4949.0,5499.0,0.1,3.9,31.0
Octave,Men Skinny Fit Jeans,1559.0,2399.0,0.35,3.9,31.0
WROGN,Men Anti Fit Jeans,1399.0,2799.0,0.5,4.1,25.0
Octave,Men Jeans,1559.0,2399.0,0.35,4.1,25.0
Mufti,Men Mid-Rise Skinny Fit Jeans,1393.0,3399.0,0.59,3.8,16.0
Louis Philippe Jeans,Men Slim Fit Pure Cotton Jeans,2759.0,3999.0,0.31,3.8,16.0
Louis Philippe Jeans,Men Slim Fit Jeans,2759.0,3999.0,0.31,3.8,16.0
FUGAZEE,Men Relaxed Fit Jeans,2099.0,3499.0,0.4,3.7,124.0
Louis Philippe Jeans,Men Slim Fit Jeans,2759.0,3999.0,0.31,3.7,124.0
AMERICAN EAGLE OUTFITTERS,Men Jeans,3299.0,5499.0,0.4,3.1,7.0
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,3299.0,5499.0,0.4,3.1,7.0
Octave,Men Jeans,3299.0,5499.0,0.4,3.1,7.0
WROGN,Men Loose Fit Cotton Jeans,1374.0,2499.0,0.45,4.2,57.0
Flying Machine,Men Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
Peter England Casuals,Men Skinny Fit Jeans,1859.0,2999.0,0.38,4.6,5.0
Peter England Casuals,Men Skinny Fit Jeans,1859.0,2999.0,0.38,4.6,5.0
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1859.0,2999.0,0.38,4.6,5.0
Peter England Casuals,Men Slim Fit Jeans,1859.0,2999.0,0.38,4.6,5.0
Louis Philippe Jeans,Men Slim Fit Jeans,2069.0,2999.0,0.31,4.6,5.0
Roadster,Men Wide Leg Jeans,805.0,2599.0,0.69,3.1,35.0
Louis Philippe Jeans,Men Slim Fit Jeans,3104.0,4499.0,0.31,3.1,35.0
Louis Philippe Jeans,Men Slim Fit Jeans,2414.0,3499.0,0.31,3.1,35.0
WROGN,Men Anti Fit Jeans,1623.0,2799.0,0.42,4.2,42.0
Louis Philippe Jeans,Men Slim Fit Jeans,3104.0,4499.0,0.31,4.2,42.0
V-Mart,Men Slim Fit Mid-Rise Jeans,3104.0,4499.0,0.31,4.2,42.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,3104.0,4499.0,0.31,4.2,42.0
Big Hello - The Plus Life,Men Low Distress Jeans,2449.0,3499.0,0.3,4.2,42.0
Big Hello - The Plus Life,Men Low Distress Jeans,2484.0,3549.0,0.3,4.2,42.0
Roadster,Men Regular Fit Mid-Rise Jeans,759.0,1899.0,0.6,4.0,63.0
TRAVIS MATHEW,Men Slim Fit Jeans,8243.0,10990.0,0.24,4.0,63.0
TRAVIS MATHEW,Men Slim Fit Jeans,8243.0,10990.0,0.24,4.0,63.0
Flying Machine,Slim Fit Stretchable Jeans,1829.0,2999.0,0.39,4.0,63.0
TRAVIS MATHEW,Men Slim Fit Jeans,8243.0,10990.0,0.24,4.0,63.0
TRAVIS MATHEW,Men Slim Fit Jeans,8243.0,10990.0,0.24,4.0,63.0
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,8243.0,10990.0,0.24,4.0,63.0
Mufti,Men Slim Fit Jeans,1701.0,4599.0,0.63,4.0,63.0
Mufti,Men Slim Fit Jeans,1844.0,4499.0,0.59,4.0,63.0
WROGN,Men Slim Fit Stretchable Jeans,1275.0,2199.0,0.42,4.2,130.0
Woodland,Men Slim Fit Jeans,3196.0,3995.0,0.2,3.4,5.0
Woodland,Men Slim Fit Jeans,3196.0,3995.0,0.2,3.4,5.0
Flying Machine,Men Relaxed Fit Jeans,2309.0,3499.0,0.34,3.4,5.0
Woodland,Men Slim Fit Jeans,3196.0,3995.0,0.2,2.2,5.0
Big Hello - The Plus Life,Men Slim Fit Jeans,3196.0,3995.0,0.2,2.2,5.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,3196.0,3995.0,0.2,2.2,5.0
Big Hello - The Plus Life,Men Solid Straight Fit Jeans,2799.0,3999.0,0.3,2.2,5.0
Pepe Jeans,Men Slim Fit Jeans,2078.0,3299.0,0.37,2.2,5.0
Levis,Men 511 Slim Fit Jeans,2079.0,3999.0,0.48,3.9,31.0
Indian Terrain,Men Slim Fit Stretchable Jeans,1767.0,3399.0,0.48,3.9,31.0
Flying Machine,Men Slim Fit Jeans,1549.0,2499.0,0.38,3.9,31.0
Louis Philippe Jeans,Men Heavy Fade Cotton Jeans,2759.0,3999.0,0.31,3.9,31.0
WROGN,Men Anti Fit Jeans,1399.0,2799.0,0.5,4.1,25.0
Snitch,Men Relaxed Fit Jeans,1399.0,2799.0,0.5,4.1,25.0
Hubberholme,Men Relaxed Fit Cotton Jeans,1583.0,3299.0,0.52,2.6,5.0
Mufti,Men Mid-Rise Skinny Fit Jeans,1393.0,3399.0,0.59,3.8,16.0
Hubberholme,Men Relaxed Fit Jeans,1550.0,3299.0,0.53,3.8,16.0
Belliskey,Men Slim Fit Mid-Rise Jeans,1484.0,3299.0,0.55,3.8,16.0
FUGAZEE,Men Relaxed Fit Jeans,2099.0,3499.0,0.4,3.7,124.0
Roadster,Men Skinny Fit Jeans,2099.0,3499.0,0.4,3.7,124.0
Roadster,Men Skinny Fit Jeans,2099.0,3499.0,0.4,3.7,124.0
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,2099.0,3499.0,0.4,3.7,124.0
Being Human,Men Slim Fit Jeans,2715.0,2799.0,0.03,3.7,124.0
Indian Terrain,Men Skinny Fit Jeans,2715.0,2799.0,0.03,3.7,124.0
WROGN,Men Loose Fit Cotton Jeans,1374.0,2499.0,0.45,4.2,57.0
Flying Machine,Men Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
WAIMEA,Men Bootcut Jeans,3849.0,6999.0,0.45,4.6,5.0
WAIMEA,Men Bootcut Stretchable Jeans,3849.0,6999.0,0.45,4.6,5.0
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,3849.0,6999.0,0.45,4.6,5.0
WAIMEA,Men Bootcut Jeans,3849.0,6999.0,0.45,4.6,5.0
WAIMEA,Men Bootcut Printed Jeans,3849.0,6999.0,0.45,4.6,5.0
Roadster,Men Wide Leg Jeans,805.0,2599.0,0.69,3.1,35.0
WAIMEA,Men Bootcut Jeans,3849.0,6999.0,0.45,3.1,35.0
WAIMEA,Men Bootcut Jeans,3849.0,6999.0,0.45,3.1,35.0
WROGN,Men Anti Fit Jeans,1623.0,2799.0,0.42,4.2,42.0
WAIMEA,Men Bootcut Stretchable Jeans,3499.0,6999.0,0.5,4.2,42.0
WAIMEA,Men Mid-Rise Bootcut Jeans,3499.0,6999.0,0.5,4.2,42.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,3499.0,6999.0,0.5,4.2,42.0
WAIMEA,Men Bootcut Jeans,3849.0,6999.0,0.45,4.2,42.0
WAIMEA,Men Bootcut Jeans,3849.0,6999.0,0.45,4.2,42.0
Roadster,Men Regular Fit Mid-Rise Jeans,759.0,1899.0,0.6,4.0,63.0
WAIMEA,Men Bootcut Mid-Rise Jeans,3499.0,6999.0,0.5,4.0,63.0
WAIMEA,Men Bootcut Jeans,3849.0,6999.0,0.45,4.0,63.0
Flying Machine,Slim Fit Stretchable Jeans,1829.0,2999.0,0.39,4.0,63.0
WAIMEA,Men Bootcut Jeans,3849.0,6999.0,0.45,4.0,63.0
WAIMEA,Men Mid-Rise Bootcut Jeans,3499.0,6999.0,0.5,4.0,63.0
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,3499.0,6999.0,0.5,4.0,63.0
ColorPlus,Men Tapered Fit Jeans,1677.0,3899.0,0.56,4.0,63.0
ColorPlus,Men Tapered Fit Jeans,1800.0,3599.0,0.49,4.0,63.0
WROGN,Men Slim Fit Stretchable Jeans,1275.0,2199.0,0.42,4.2,130.0
ColorPlus,Men Tapered Fit Jeans,1275.0,2199.0,0.42,4.2,130.0
RARE RABBIT,Men Rapos Regular Fit Jeans,3439.0,3999.0,0.14,4.2,130.0
Flying Machine,Men Relaxed Fit Jeans,2309.0,3499.0,0.34,4.2,130.0
RARE RABBIT,Men Evolve Regular Fit Jeans,4049.0,4999.0,0.19,4.2,130.0
Peter England Casuals,Men Tapered Fit Jeans,4049.0,4999.0,0.19,4.2,130.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,4049.0,4999.0,0.19,4.2,130.0
Peter England Casuals,Men Skinny Fit Jeans,1549.0,2499.0,0.38,4.2,130.0
Levis,Men 511 Slim Fit Jeans,2079.0,3999.0,0.48,3.9,31.0
Freeform by High Star,Plus Size Men Mid-Rise Jeans,1854.0,3499.0,0.47,3.4,17.0
Freeform by High Star,Plus Size Men Mid-Rise Jeans,1715.0,3299.0,0.48,3.4,17.0
Flying Machine,Men Slim Fit Jeans,1549.0,2499.0,0.38,3.4,17.0
Freeform by High Star,Men Plus Size Mid-Rise Jeans,1748.0,3299.0,0.47,3.9,17.0
Freeform by High Star,Plus Size Men Mid-Rise Jeans,1715.0,3299.0,0.48,4.5,15.0
WROGN,Men Anti Fit Jeans,1399.0,2799.0,0.5,4.1,25.0
Freeform by High Star,Men Plus Size Mid-Rise Jeans,1749.0,3499.0,0.5,4.2,5.0
Freeform by High Star,Men Plus Size Mid-Rise Jeans,1589.0,2999.0,0.47,4.7,7.0
Mufti,Men Mid-Rise Skinny Fit Jeans,1393.0,3399.0,0.59,3.8,16.0
Pepe Jeans,Men Slim Fit Jeans,2499.0,4999.0,0.5,4.3,8.0
V-Mart,Men Mid-Rise  Slim Fit Jeans,557.0,599.0,0.07,4.3,8.0
FUGAZEE,Men Relaxed Fit Jeans,2099.0,3499.0,0.4,3.7,124.0
V-Mart,Men Mid Rise Cotton Jeans,599.0,999.0,0.4,3.7,124.0
V-Mart,Men Mid-Rise Slim Fit Jeans,599.0,999.0,0.4,3.7,124.0
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,599.0,999.0,0.4,3.7,124.0
Louis Philippe Jeans,Men Slim Fit Pure Cotton Jeans,599.0,999.0,0.4,3.7,124.0
WROGN,Men Loose Fit Cotton Jeans,1374.0,2499.0,0.45,4.2,57.0
Flying Machine,Men Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
WAIMEA,Men Bootcut Jeans,3849.0,6999.0,0.45,4.6,5.0
WAIMEA,Men Bootcut Jeans,3849.0,6999.0,0.45,4.6,5.0
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,3849.0,6999.0,0.45,4.6,5.0
WAIMEA,Men Bootcut Stretchable Jeans,3849.0,6999.0,0.45,4.6,5.0
WAIMEA,Men Bootcut Jeans,3849.0,6999.0,0.45,4.6,5.0
Roadster,Men Wide Leg Jeans,805.0,2599.0,0.69,3.1,35.0
WAIMEA,Men Bootcut Printed Jeans,3849.0,6999.0,0.45,3.1,35.0
WAIMEA,Men Bootcut Jeans,3849.0,6999.0,0.45,3.1,35.0
WROGN,Men Anti Fit Jeans,1623.0,2799.0,0.42,4.2,42.0
WAIMEA,Men Bootcut Jeans,3849.0,6999.0,0.45,4.2,42.0
WAIMEA,Men Bootcut Stretchable Jeans,3499.0,6999.0,0.5,4.2,42.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,3499.0,6999.0,0.5,4.2,42.0
WAIMEA,Men Mid-Rise Bootcut Jeans,3499.0,6999.0,0.5,4.2,42.0
WAIMEA,Men Bootcut Jeans,3849.0,6999.0,0.45,4.2,42.0
Roadster,Men Regular Fit Mid-Rise Jeans,759.0,1899.0,0.6,4.0,63.0
WAIMEA,Men Bootcut Jeans,3849.0,6999.0,0.45,4.0,63.0
WAIMEA,Men Bootcut Mid-Rise Jeans,3499.0,6999.0,0.5,4.0,63.0
Flying Machine,Slim Fit Stretchable Jeans,1829.0,2999.0,0.39,4.0,63.0
WAIMEA,Men Bootcut Jeans,3849.0,6999.0,0.45,4.0,63.0
WAIMEA,Men Bootcut Jeans,3849.0,6999.0,0.45,4.0,63.0
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,3849.0,6999.0,0.45,4.0,63.0
WAIMEA,Men Mid-Rise Bootcut Jeans,3499.0,6999.0,0.5,4.0,63.0
ColorPlus,Men Tapered Fit Jeans,1677.0,3899.0,0.56,4.0,63.0
WROGN,Men Slim Fit Stretchable Jeans,1275.0,2199.0,0.42,4.2,130.0
ColorPlus,Men Tapered Fit Jeans,1800.0,3599.0,0.49,4.2,130.0
ColorPlus,Men Tapered Fit Jeans,1800.0,3599.0,0.49,4.2,130.0
Flying Machine,Men Relaxed Fit Jeans,2309.0,3499.0,0.34,4.2,130.0
RARE RABBIT,Men Rapos Regular Fit Jeans,3439.0,3999.0,0.14,4.2,130.0
RARE RABBIT,Men Evolve Regular Fit Jeans,4049.0,4999.0,0.19,4.2,130.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,4049.0,4999.0,0.19,4.2,130.0
Peter England Casuals,Men Tapered Fit Jeans,4049.0,4999.0,0.19,4.2,130.0
Peter England Casuals,Men Skinny Fit Jeans,1549.0,2499.0,0.38,4.2,130.0
Levis,Men 511 Slim Fit Jeans,2079.0,3999.0,0.48,3.9,31.0
Freeform by High Star,Plus Size Men Mid-Rise Jeans,1854.0,3499.0,0.47,3.4,17.0
Flying Machine,Men Slim Fit Jeans,1549.0,2499.0,0.38,3.4,17.0
Freeform by High Star,Plus Size Men Mid-Rise Jeans,1715.0,3299.0,0.48,3.4,17.0
Freeform by High Star,Men Plus Size Mid-Rise Jeans,1748.0,3299.0,0.47,3.9,17.0
WROGN,Men Anti Fit Jeans,1399.0,2799.0,0.5,4.1,25.0
Freeform by High Star,Plus Size Men Mid-Rise Jeans,1715.0,3299.0,0.48,4.5,15.0
Freeform by High Star,Men Plus Size Mid-Rise Jeans,1749.0,3499.0,0.5,4.2,5.0
Mufti,Men Mid-Rise Skinny Fit Jeans,1393.0,3399.0,0.59,3.8,16.0
Freeform by High Star,Men Plus Size Mid-Rise Jeans,1589.0,2999.0,0.47,4.7,7.0
Pepe Jeans,Men Slim Fit Jeans,2499.0,4999.0,0.5,4.3,8.0
FUGAZEE,Men Relaxed Fit Jeans,2099.0,3499.0,0.4,3.7,124.0
V-Mart,Men Mid-Rise  Slim Fit Jeans,557.0,599.0,0.07,3.7,124.0
V-Mart,Men Mid Rise Cotton Jeans,599.0,999.0,0.4,3.7,124.0
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,599.0,999.0,0.4,3.7,124.0
Louis Philippe Jeans,Men Slim Fit Pure Cotton Jeans,599.0,999.0,0.4,3.7,124.0
WROGN,Men Loose Fit Cotton Jeans,1374.0,2499.0,0.45,4.2,57.0
Flying Machine,Men Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
Pepe Jeans,Vapour Men Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
Pepe Jeans,Men Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1829.0,2999.0,0.39,4.6,5.0
Pepe Jeans,Men Skinny Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
Pepe Jeans,Vapour Men Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
Roadster,Men Wide Leg Jeans,805.0,2599.0,0.69,3.1,35.0
Pepe Jeans,Men Stretchable Jeans,805.0,2599.0,0.69,3.1,35.0
Banana Club,Men Slim Fit Jeans,1639.0,1999.0,0.18,3.1,35.0
WROGN,Men Anti Fit Jeans,1623.0,2799.0,0.42,4.2,42.0
Banana Club,Men Slim Fit Jeans,1639.0,1999.0,0.18,4.2,42.0
Mufti,Men Slim Fit Jeans,1701.0,4599.0,0.63,4.2,42.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1701.0,4599.0,0.63,4.2,42.0
Voi Jeans,Men Skinny Fit Jeans,1924.0,3499.0,0.45,4.2,42.0
Flying Machine,Men Super Skinny Fit Jeans,1800.0,3999.0,0.54,4.4,7.0
Roadster,Men Regular Fit Mid-Rise Jeans,759.0,1899.0,0.6,4.0,63.0
SELECTED,Men Slim Fit Jeans,4549.0,6999.0,0.35,4.7,10.0
Pepe Jeans,Men Slim Fit Jeans,1599.0,3199.0,0.5,4.1,19.0
Flying Machine,Slim Fit Stretchable Jeans,1829.0,2999.0,0.39,4.1,19.0
WROGN,Men Light Fade Cotton Jeans,1519.0,3799.0,0.6,4.1,12.0
Banana Club,Men Slim Fit Jeans,1637.0,2599.0,0.37,4.1,12.0
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1637.0,2599.0,0.37,4.1,12.0
Banana Club,Men Slim Fit Jeans,1649.0,2199.0,0.25,4.1,12.0
Banana Club,Men Slim Fit Jeans,1649.0,2199.0,0.25,4.1,12.0
WROGN,Men Slim Fit Stretchable Jeans,1275.0,2199.0,0.42,4.2,130.0
Banana Club,Men Slim Fit Cotton Jeans,1275.0,2199.0,0.42,4.2,130.0
Banana Club,Men Slim Fit Cotton Jeans,1275.0,2199.0,0.42,4.2,130.0
Flying Machine,Men Relaxed Fit Jeans,2309.0,3499.0,0.34,4.2,130.0
Banana Club,Men Slim Fit Mid-Rise Jeans,2309.0,3499.0,0.34,4.2,130.0
Banana Club,Men Slim Fit Cotton Jeans,1649.0,2499.0,0.34,4.2,130.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1649.0,2499.0,0.34,4.2,130.0
Banana Club,Men Jean Mid-Rise Jeans,1539.0,1999.0,0.23,3.8,6.0
Banana Club,Men Relaxed Fit Cargo Jeans,1539.0,1999.0,0.23,3.8,6.0
Levis,Men 511 Slim Fit Jeans,2079.0,3999.0,0.48,3.9,31.0
Banana Club,Men Relaxed Fit Cotton Jeans,2079.0,3999.0,0.48,3.9,31.0
Banana Club,Men Slim Fit Mid-Rise Jeans,2079.0,3999.0,0.48,3.9,31.0
Flying Machine,Men Slim Fit Jeans,1549.0,2499.0,0.38,3.9,31.0
Banana Club,Men Jean Slim Fit Cotton Jeans,1539.0,1999.0,0.23,3.9,31.0
Banana Club,Men Slim Fit Cotton Jeans,1539.0,1999.0,0.23,3.9,31.0
WROGN,Men Anti Fit Jeans,1399.0,2799.0,0.5,4.1,25.0
Banana Club,Men Mid-Rise Cotton Jeans,1539.0,1999.0,0.23,4.1,25.0
Banana Club,Men Slim Fit Cotton Jeans,1637.0,2599.0,0.37,4.1,25.0
Mufti,Men Mid-Rise Skinny Fit Jeans,1393.0,3399.0,0.59,3.8,16.0
Banana Club,Men Slim Fit Cotton Jeans,1649.0,2199.0,0.25,3.8,16.0
Banana Club,Men Slim Fit Cotton Jeans,1539.0,1999.0,0.23,3.8,16.0
FUGAZEE,Men Relaxed Fit Jeans,2099.0,3499.0,0.4,3.7,124.0
Banana Club,Men Slim Fit Mid-Rise Jeans,1639.0,1999.0,0.18,3.7,124.0
Banana Club,Men Slim Fit Jeans,1539.0,1999.0,0.23,3.9,8.0
